,index,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
7222,12734,23,70000,RENT,3.0,VENTURE,A,12000,7.9,0,0.17,N,2
7223,14115,23,113000,RENT,2.0,DEBTCONSOLIDATION,C,14000,13.49,0,0.12,Y,2
7224,1308,22,25992,OTHER,6.0,DEBTCONSOLIDATION,B,3000,9.45,0,0.12,N,3
7225,12995,23,86400,OWN,0.0,EDUCATION,D,16000,11.86,0,0.19,N,3
7226,22129,27,52000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,5000,7.75,0,0.1,N,7
7227,21723,30,50000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3000,10.59,0,0.06,N,5
7228,31739,39,130000,OWN,13.0,HOMEIMPROVEMENT,D,25000,16.07,0,0.19,N,14
7229,3129,24,35640,MORTGAGE,1.0,DEBTCONSOLIDATION,C,10000,13.49,0,0.28,Y,3
7230,6848,24,50000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,6000,9.63,0,0.12,N,3
7231,27874,29,450000,MORTGAGE,4.0,EDUCATION,D,25000,15.37,0,0.06,N,7
7232,11614,22,75000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,18000,5.79,0,0.24,N,2
7233,5747,22,46000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,6000,7.68,0,0.13,N,2
7234,9080,23,60000,RENT,2.0,EDUCATION,A,8000,8.94,0,0.13,N,3
7235,31278,37,85000,MORTGAGE,17.0,HOMEIMPROVEMENT,B,8000,11.99,0,0.09,N,17
7236,24124,27,40000,RENT,10.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.25,N,5
7237,4581,25,107000,RENT,0.0,VENTURE,A,10000,8.38,0,0.09,N,3
7238,11947,25,45000,RENT,2.0,DEBTCONSOLIDATION,C,11100,13.11,0,0.25,N,2
7239,17946,29,240000,MORTGAGE,10.0,EDUCATION,A,5000,7.88,0,0.02,N,8
7240,4032,25,62500,RENT,9.0,EDUCATION,A,4000,8.9,0,0.06,N,3
7241,19213,29,30996,MORTGAGE,8.0,MEDICAL,A,8875,7.66,0,0.29,N,9
7242,7916,21,50000,RENT,4.0,MEDICAL,C,7000,15.27,0,0.14,Y,4
7243,7952,25,52000,RENT,1.0,DEBTCONSOLIDATION,C,7000,12.53,0,0.13,N,3
7244,20899,28,75000,RENT,4.0,DEBTCONSOLIDATION,B,9000,12.21,0,0.12,N,8
7245,30192,39,48279,OWN,7.0,VENTURE,C,4800,13.98,0,0.1,N,13
7246,12890,25,85000,MORTGAGE,4.0,VENTURE,C,20000,13.92,0,0.24,N,3
7247,24723,32,75000,MORTGAGE,2.0,EDUCATION,D,2000,15.65,0,0.03,Y,10
7248,4668,23,48000,RENT,7.0,DEBTCONSOLIDATION,A,9800,7.88,0,0.2,N,4
7249,26658,33,42000,RENT,0.0,DEBTCONSOLIDATION,C,2000,14.65,0,0.05,N,10
7250,5209,23,44390,OWN,3.0,EDUCATION,B,14300,10.99,0,0.32,N,2
7251,20217,29,46000,RENT,6.0,VENTURE,B,4000,9.99,0,0.09,N,9
7252,23671,34,65000,MORTGAGE,5.0,EDUCATION,B,21200,9.99,0,0.33,N,6
7253,1631,21,52000,RENT,5.0,EDUCATION,B,1500,11.99,0,0.03,N,3
7254,13273,25,90000,MORTGAGE,4.0,VENTURE,B,10000,10.0,0,0.11,N,2
7255,16256,22,41000,OWN,0.0,PERSONAL,A,1000,6.99,0,0.02,N,2
7256,10077,23,65000,MORTGAGE,7.0,EDUCATION,B,6000,11.48,0,0.09,N,4
7257,3505,24,94000,RENT,3.0,PERSONAL,B,10600,12.18,0,0.11,N,4
7258,31455,45,66000,RENT,4.0,HOMEIMPROVEMENT,B,13650,12.42,0,0.21,N,11
7259,29522,43,60000,RENT,5.0,DEBTCONSOLIDATION,B,2000,12.53,0,0.03,N,17
7260,28436,32,26400,RENT,0.0,VENTURE,A,8000,7.51,0,0.3,N,6
7261,2229,24,72000,RENT,3.0,HOMEIMPROVEMENT,A,13200,7.29,0,0.18,N,3
7262,24658,29,68000,RENT,1.0,MEDICAL,B,10000,10.65,0,0.15,N,5
7263,12938,24,85500,MORTGAGE,3.0,HOMEIMPROVEMENT,B,12000,11.49,0,0.14,N,4
7264,5523,22,45000,MORTGAGE,6.0,VENTURE,A,7000,8.94,0,0.16,N,3
7265,727,25,75000,RENT,0.0,PERSONAL,B,20000,10.38,0,0.27,N,3
7266,13741,23,95620,MORTGAGE,7.0,EDUCATION,D,13500,14.96,0,0.14,Y,4
7267,3904,22,40000,RENT,2.0,PERSONAL,B,4000,11.49,0,0.1,N,4
7268,21184,33,85000,RENT,11.0,EDUCATION,A,5000,7.9,0,0.06,N,8
7269,3856,25,35000,RENT,4.0,EDUCATION,A,4000,7.51,0,0.11,N,3
7270,23645,31,65000,MORTGAGE,6.0,VENTURE,A,12000,7.49,0,0.18,N,6
7271,22450,31,52249,RENT,7.0,HOMEIMPROVEMENT,A,7000,7.49,0,0.13,N,7
7272,7506,25,70000,RENT,5.0,HOMEIMPROVEMENT,A,6800,5.42,0,0.1,N,2
7273,15190,26,53307,RENT,5.0,VENTURE,B,15000,10.39,0,0.28,N,4
7274,10401,26,67260,MORTGAGE,9.0,HOMEIMPROVEMENT,A,6500,7.14,0,0.1,N,2
7275,12770,23,85000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.12,N,2
7276,15283,25,129600,MORTGAGE,0.0,PERSONAL,B,3000,11.12,0,0.02,N,3
7277,20102,30,21300,RENT,1.0,DEBTCONSOLIDATION,C,4000,12.87,0,0.19,Y,7
7278,23551,27,65000,RENT,5.0,MEDICAL,B,8750,9.63,0,0.13,N,5
7279,13018,23,85000,RENT,1.0,MEDICAL,A,12000,9.63,0,0.14,N,2
7280,10036,21,39000,RENT,5.0,PERSONAL,B,9250,9.91,0,0.24,N,4
7281,7374,22,52800,MORTGAGE,5.0,VENTURE,B,4000,10.99,0,0.08,N,2
7282,6652,25,54000,RENT,4.0,HOMEIMPROVEMENT,A,6000,8.59,0,0.11,N,4
7283,15006,22,52500,RENT,2.0,EDUCATION,B,15000,10.37,0,0.29,N,3
7284,27512,29,145000,MORTGAGE,0.0,VENTURE,D,14000,16.77,0,0.1,Y,5
7285,16081,25,75000,MORTGAGE,4.0,VENTURE,C,12000,13.49,0,0.16,N,2
7286,8882,22,60000,MORTGAGE,7.0,EDUCATION,B,10950,11.11,0,0.18,N,3
7287,2964,21,28800,RENT,1.0,EDUCATION,A,3175,6.03,0,0.11,N,4
7288,18538,33,62004,RENT,3.0,EDUCATION,C,18500,12.87,0,0.3,N,9
7289,31600,48,110000,MORTGAGE,6.0,EDUCATION,A,6000,8.94,0,0.05,N,14
7290,24810,27,88000,RENT,4.0,VENTURE,A,10000,7.51,0,0.11,N,7
7291,8278,22,42500,RENT,0.0,EDUCATION,A,7500,7.9,0,0.18,N,2
7292,14840,23,33195,RENT,5.0,EDUCATION,B,1800,11.99,0,0.05,N,4
7293,19298,29,46500,RENT,5.0,VENTURE,C,2500,13.92,0,0.05,Y,9
7294,11065,23,72000,MORTGAGE,5.0,PERSONAL,D,12000,16.29,0,0.17,N,2
7295,10605,22,69000,MORTGAGE,4.0,EDUCATION,D,15000,14.42,0,0.22,Y,2
7296,13365,24,90000,MORTGAGE,8.0,EDUCATION,C,3000,13.79,0,0.03,Y,4
7297,20714,29,42000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,2500,7.74,0,0.06,N,7
7298,30534,41,210000,RENT,1.0,PERSONAL,A,7500,6.03,0,0.04,N,14
7299,28996,30,140000,MORTGAGE,2.0,HOMEIMPROVEMENT,E,15000,16.35,0,0.11,N,5
7300,10287,25,83000,RENT,3.0,EDUCATION,B,9600,10.99,0,0.12,N,2
7301,16093,25,128500,MORTGAGE,1.0,HOMEIMPROVEMENT,C,15000,12.53,0,0.12,Y,3
7302,3716,26,20004,RENT,2.0,DEBTCONSOLIDATION,B,4000,12.18,0,0.2,N,4
7303,12524,22,82000,MORTGAGE,3.0,PERSONAL,B,8300,11.46,0,0.1,N,3
7304,26551,30,30000,OWN,4.0,PERSONAL,D,8000,15.7,0,0.27,Y,10
7305,21096,28,59600,RENT,2.0,HOMEIMPROVEMENT,A,5000,5.79,0,0.08,N,10
7306,14778,25,115000,MORTGAGE,7.0,PERSONAL,A,18000,7.51,0,0.16,N,2
7307,6130,22,21300,RENT,0.0,DEBTCONSOLIDATION,C,6000,15.96,0,0.28,Y,3
7308,8920,25,48000,RENT,2.0,VENTURE,B,8000,10.59,0,0.17,N,4
7309,26210,29,55000,RENT,3.0,EDUCATION,B,14000,11.48,0,0.25,N,7
7310,4090,24,40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4500,6.62,0,0.11,N,3
7311,8372,23,57468,MORTGAGE,8.0,EDUCATION,B,14075,9.91,0,0.24,N,2
7312,7193,26,52000,MORTGAGE,2.0,EDUCATION,A,6000,8.9,0,0.12,N,4
7313,8767,25,60000,MORTGAGE,6.0,VENTURE,D,8400,16.89,0,0.14,N,3
7314,13731,24,90000,RENT,0.0,PERSONAL,A,13000,8.94,0,0.14,N,4
7315,19181,30,82500,RENT,5.0,VENTURE,A,2400,8.9,0,0.03,N,5
7316,28672,35,90000,RENT,0.0,VENTURE,B,12000,10.99,0,0.13,N,9
7317,3268,22,36000,OWN,6.0,EDUCATION,B,7500,9.63,0,0.21,N,2
7318,19746,27,31400,RENT,1.0,MEDICAL,B,3500,11.71,0,0.11,N,8
7319,2336,25,33000,RENT,6.0,DEBTCONSOLIDATION,B,2500,10.59,0,0.08,N,2
7320,30288,49,50000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,10000,9.07,0,0.2,N,15
7321,8991,25,60000,OWN,9.0,MEDICAL,A,16000,7.88,0,0.27,N,4
7322,32450,57,62004,MORTGAGE,13.0,PERSONAL,C,2000,13.72,0,0.03,Y,24
7323,18221,29,126000,RENT,10.0,HOMEIMPROVEMENT,E,24250,16.7,0,0.19,Y,7
7324,27689,35,165000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,8000,11.49,0,0.05,N,8
7325,21794,32,50000,MORTGAGE,3.0,PERSONAL,A,6000,6.76,0,0.12,N,6
7326,5720,24,46000,MORTGAGE,8.0,MEDICAL,A,2000,7.66,0,0.04,N,2
7327,7460,25,75000,RENT,9.0,VENTURE,A,6775,7.9,0,0.09,N,4
7328,13048,24,90000,RENT,4.0,PERSONAL,B,12000,9.91,0,0.13,N,2
7329,8938,24,50000,RENT,3.0,MEDICAL,B,8000,12.42,0,0.16,N,2
7330,3416,24,85000,RENT,1.0,MEDICAL,A,11000,6.91,0,0.13,N,2
7331,31272,39,68640,RENT,2.0,MEDICAL,B,12000,9.33,0,0.17,N,16
7332,8895,25,60000,MORTGAGE,1.0,VENTURE,A,5000,7.29,0,0.08,N,2
7333,3278,25,21600,RENT,3.0,PERSONAL,B,3600,10.99,0,0.17,N,4
7334,5766,24,46325,MORTGAGE,6.0,MEDICAL,A,3600,7.68,0,0.08,N,4
7335,11658,24,75000,MORTGAGE,6.0,VENTURE,B,25000,10.99,0,0.33,N,2
7336,9220,25,60000,MORTGAGE,2.0,PERSONAL,B,10000,12.21,0,0.17,N,3
7337,7980,26,55000,MORTGAGE,10.0,MEDICAL,A,3000,6.76,0,0.05,N,2
7338,19438,27,43000,RENT,11.0,PERSONAL,B,3000,10.99,0,0.07,N,7
7339,7292,24,52000,MORTGAGE,8.0,VENTURE,B,8400,10.99,0,0.16,N,4
7340,7962,23,54008,RENT,5.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.13,N,3
7341,6209,24,48000,MORTGAGE,0.0,EDUCATION,B,4400,11.83,0,0.09,N,2
7342,31222,38,81000,MORTGAGE,3.0,PERSONAL,C,10000,14.27,0,0.12,Y,16
7343,29582,47,72000,RENT,5.0,VENTURE,D,2500,15.05,0,0.03,N,11
7344,5697,23,46000,MORTGAGE,7.0,PERSONAL,A,5000,6.62,0,0.11,N,3
7345,19230,34,31000,MORTGAGE,0.0,EDUCATION,C,4200,13.72,0,0.14,Y,7
7346,11529,21,75000,MORTGAGE,5.0,PERSONAL,A,9000,5.99,0,0.12,N,4
7347,20894,35,44000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6500,7.51,0,0.15,N,7
7348,4300,21,40000,MORTGAGE,5.0,MEDICAL,A,9000,7.51,0,0.23,N,4
7349,26488,28,103992,MORTGAGE,3.0,PERSONAL,B,18000,10.99,0,0.17,N,7
7350,20377,31,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,11000,9.99,0,0.28,N,8
7351,27394,29,138000,MORTGAGE,0.0,EDUCATION,C,25000,13.06,0,0.18,Y,10
7352,16116,23,80196,OWN,2.0,PERSONAL,B,30000,9.91,0,0.37,N,3
7353,5179,24,44000,OWN,8.0,PERSONAL,D,9000,15.31,0,0.2,Y,2
7354,14500,26,108000,MORTGAGE,7.0,HOMEIMPROVEMENT,C,10000,13.57,0,0.09,N,4
7355,12713,23,66000,RENT,7.0,EDUCATION,C,12000,14.65,0,0.18,Y,2
7356,25032,27,42000,RENT,1.0,MEDICAL,B,11975,12.53,0,0.29,N,6
7357,25461,28,72500,RENT,1.0,DEBTCONSOLIDATION,A,12000,7.49,0,0.17,N,6
7358,10074,26,65000,OWN,3.0,MEDICAL,C,7000,13.92,0,0.11,Y,3
7359,31446,40,110000,RENT,6.0,HOMEIMPROVEMENT,B,13000,9.91,0,0.12,N,17
7360,26424,28,101000,MORTGAGE,8.0,MEDICAL,A,15000,8.94,0,0.15,N,9
7361,18136,30,175000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,6000,7.68,0,0.03,N,7
7362,30168,43,48000,MORTGAGE,7.0,VENTURE,A,4500,5.42,0,0.09,N,14
7363,27151,29,26000,RENT,2.0,VENTURE,C,1500,12.99,0,0.06,Y,6
7364,18884,29,60000,RENT,3.0,EDUCATION,C,1500,12.87,0,0.03,N,9
7365,29721,37,36000,MORTGAGE,21.0,VENTURE,A,8000,7.88,0,0.22,N,15
7366,1944,23,75000,RENT,3.0,VENTURE,A,2000,5.79,0,0.03,N,3
7367,16063,25,70000,RENT,3.0,MEDICAL,A,5600,7.9,0,0.08,N,3
7368,5867,22,45000,RENT,3.0,EDUCATION,B,5500,10.38,0,0.12,N,2
7369,4881,22,38000,RENT,0.0,EDUCATION,A,5000,7.29,0,0.13,N,3
7370,14823,24,115500,MORTGAGE,2.0,EDUCATION,D,3200,16.29,0,0.03,N,2
7371,31441,41,95000,OWN,2.0,HOMEIMPROVEMENT,C,21600,13.92,0,0.23,Y,11
7372,29558,44,100000,RENT,5.0,EDUCATION,A,13500,8.9,0,0.14,N,17
7373,1469,22,27000,OWN,3.0,MEDICAL,A,6000,6.54,0,0.22,N,4
7374,9728,26,64000,MORTGAGE,3.0,EDUCATION,B,12000,11.71,0,0.19,N,3
7375,2019,21,30000,MORTGAGE,0.0,EDUCATION,D,2000,14.46,0,0.07,Y,4
7376,3597,25,37596,MORTGAGE,3.0,PERSONAL,B,12000,11.99,0,0.32,N,4
7377,2607,25,38748,RENT,2.0,PERSONAL,A,3000,7.29,0,0.08,N,3
7378,10341,25,67000,MORTGAGE,3.0,PERSONAL,A,3000,7.9,0,0.04,N,3
7379,13593,25,94400,MORTGAGE,4.0,PERSONAL,A,35000,7.49,0,0.37,N,3
7380,22531,28,55200,MORTGAGE,12.0,VENTURE,C,3000,11.72,0,0.05,N,10
7381,7861,21,55000,MORTGAGE,5.0,PERSONAL,A,12000,5.42,0,0.22,N,2
7382,7164,25,72700,RENT,4.0,HOMEIMPROVEMENT,D,7000,14.84,0,0.1,Y,2
7383,21417,31,48000,OWN,0.0,HOMEIMPROVEMENT,B,1600,9.99,0,0.03,N,8
7384,4248,23,48500,RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,0,0.09,N,4
7385,16241,21,19200,OWN,0.0,MEDICAL,B,2400,9.91,0,0.13,N,4
7386,32372,53,60000,RENT,0.0,MEDICAL,A,4425,8.9,0,0.07,N,29
7387,18016,30,200000,RENT,5.0,DEBTCONSOLIDATION,B,10000,11.36,0,0.05,N,9
7388,19653,30,35000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,5200,9.88,0,0.15,N,6
7389,23724,29,54996,RENT,8.0,MEDICAL,A,9300,9.32,0,0.17,N,7
7390,6079,23,48000,OWN,4.0,VENTURE,B,7000,10.74,0,0.15,N,4
7391,14036,24,100000,MORTGAGE,8.0,MEDICAL,A,10750,6.99,0,0.11,N,4
7392,3562,24,45000,RENT,0.0,MEDICAL,A,3600,6.91,0,0.08,N,4
7393,13616,25,103000,RENT,9.0,HOMEIMPROVEMENT,D,12800,15.7,0,0.12,Y,4
7394,20309,31,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,14000,6.03,0,0.35,N,7
7395,20583,30,41600,MORTGAGE,2.0,EDUCATION,A,4500,6.76,0,0.11,N,9
7396,25449,34,85000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,24000,11.49,0,0.28,N,7
7397,30439,38,55000,MORTGAGE,16.0,PERSONAL,A,6000,5.42,0,0.11,N,14
7398,10157,23,35400,RENT,4.0,VENTURE,B,9600,11.89,0,0.27,N,2
7399,31964,37,60000,RENT,0.0,EDUCATION,C,3000,12.53,0,0.05,N,15
7400,16331,25,48000,MORTGAGE,9.0,EDUCATION,C,7000,12.09,0,0.15,Y,2
7401,13669,22,95000,MORTGAGE,0.0,MEDICAL,A,6875,6.54,0,0.07,N,2
7402,30986,36,72000,MORTGAGE,14.0,VENTURE,A,2500,7.51,0,0.03,N,14
7403,31317,46,86807,MORTGAGE,0.0,VENTURE,A,10000,8.94,0,0.12,N,15
7404,26458,28,73500,RENT,0.0,HOMEIMPROVEMENT,C,14400,12.98,0,0.2,Y,6
7405,25282,30,60000,RENT,5.0,PERSONAL,B,12000,10.99,0,0.2,N,7
7406,18677,34,25000,MORTGAGE,1.0,DEBTCONSOLIDATION,B,1000,9.63,0,0.04,N,6
7407,25880,34,35000,OWN,18.0,VENTURE,B,3000,10.62,0,0.09,N,8
7408,23593,29,64992,MORTGAGE,4.0,EDUCATION,B,2500,9.62,0,0.04,N,6
7409,22379,28,55000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,20000,6.62,0,0.36,N,10
7410,23994,32,33078,RENT,4.0,PERSONAL,A,10000,7.51,0,0.3,N,8
7411,20376,28,37000,RENT,2.0,VENTURE,B,4500,11.11,0,0.12,N,6
7412,21070,31,54996,RENT,5.0,PERSONAL,A,5000,8.0,0,0.09,N,9
7413,2120,25,30000,MORTGAGE,2.0,PERSONAL,A,11500,8.59,0,0.38,N,4
7414,31281,36,72800,RENT,1.0,VENTURE,A,12000,7.66,0,0.16,N,12
7415,3826,24,32500,RENT,5.0,MEDICAL,D,4000,16.29,0,0.12,Y,3
7416,12674,26,62500,RENT,7.0,VENTURE,C,12000,12.23,0,0.19,N,4
7417,31026,40,74004,MORTGAGE,12.0,VENTURE,A,7125,6.62,0,0.1,N,14
7418,9402,25,72000,RENT,2.0,DEBTCONSOLIDATION,A,8000,7.9,0,0.11,N,4
7419,28919,31,79100,MORTGAGE,4.0,EDUCATION,A,19150,6.99,0,0.24,N,6
7420,9974,24,65000,MORTGAGE,8.0,MEDICAL,A,10000,5.79,0,0.15,N,2
7421,14841,24,26400,OWN,8.0,VENTURE,B,3000,10.59,0,0.11,N,2
7422,12262,22,40000,OWN,0.0,EDUCATION,A,6000,8.0,0,0.15,N,3
7423,29544,36,21996,RENT,3.0,PERSONAL,D,2400,14.11,0,0.11,N,11
7424,19855,35,36000,OWN,3.0,VENTURE,B,8000,12.53,0,0.22,N,10
7425,30121,41,47000,MORTGAGE,19.0,DEBTCONSOLIDATION,A,7200,7.51,0,0.15,N,16
7426,1854,24,105000,RENT,8.0,DEBTCONSOLIDATION,B,15000,10.95,0,0.14,N,3
7427,20165,34,38769,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2400,8.9,0,0.06,N,6
7428,29128,36,700000,MORTGAGE,16.0,MEDICAL,C,25000,12.53,0,0.04,Y,13
7429,31583,42,110000,MORTGAGE,6.0,VENTURE,C,10800,14.27,0,0.1,N,17
7430,9997,23,65000,MORTGAGE,0.0,VENTURE,B,7300,9.99,0,0.11,N,3
7431,16003,23,57000,OWN,7.0,EDUCATION,B,4200,10.51,0,0.07,N,4
7432,28066,34,63504,RENT,0.0,MEDICAL,B,3500,10.0,0,0.06,N,6
7433,7841,23,55000,MORTGAGE,7.0,VENTURE,A,6500,7.9,0,0.12,N,3
7434,22447,28,52000,RENT,3.0,HOMEIMPROVEMENT,B,7000,11.99,0,0.13,N,8
7435,10693,24,38244,RENT,6.0,PERSONAL,A,10000,7.88,0,0.26,N,3
7436,7145,25,67000,RENT,3.0,EDUCATION,A,7000,8.94,0,0.1,N,4
7437,16599,25,83004,MORTGAGE,9.0,DEBTCONSOLIDATION,A,5000,6.76,0,0.06,N,3
7438,10772,25,40000,RENT,6.0,VENTURE,C,10000,13.48,0,0.25,N,3
7439,7423,25,101877,RENT,9.0,VENTURE,B,6600,10.99,0,0.06,N,2
7440,29995,41,45600,RENT,18.0,MEDICAL,A,5000,6.17,0,0.11,N,14
7441,5016,22,45000,RENT,3.0,PERSONAL,B,5000,11.11,0,0.11,N,3
7442,5063,23,48000,RENT,2.0,DEBTCONSOLIDATION,A,5000,6.17,0,0.1,N,4
7443,10064,22,45000,RENT,6.0,MEDICAL,C,9425,13.49,0,0.21,Y,2
7444,21963,27,40000,RENT,4.0,EDUCATION,C,6125,13.23,0,0.15,Y,5
7445,30750,42,64000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,2300,6.99,0,0.04,N,12
7446,19328,32,115000,RENT,1.0,HOMEIMPROVEMENT,B,2500,11.89,0,0.02,N,6
7447,21033,34,50004,RENT,5.0,VENTURE,B,8500,9.45,0,0.17,N,6
7448,11669,23,75000,MORTGAGE,3.0,MEDICAL,C,11000,13.85,0,0.15,N,2
7449,31140,42,66000,RENT,9.0,DEBTCONSOLIDATION,A,11200,5.79,0,0.17,N,12
7450,28666,31,77940,MORTGAGE,3.0,VENTURE,B,16250,10.99,0,0.21,N,9
7451,8869,22,44684,RENT,1.0,DEBTCONSOLIDATION,C,8000,12.04,0,0.18,Y,2
7452,25206,27,81000,OWN,4.0,VENTURE,C,9000,13.43,0,0.11,Y,9
7453,15904,26,315000,MORTGAGE,10.0,DEBTCONSOLIDATION,C,12000,13.47,0,0.04,N,3
7454,19638,29,36000,RENT,5.0,MEDICAL,A,3075,5.42,0,0.09,N,5
7455,15284,23,129996,MORTGAGE,2.0,VENTURE,B,30000,11.11,0,0.23,N,4
7456,18175,31,165000,MORTGAGE,3.0,HOMEIMPROVEMENT,C,15000,12.61,0,0.09,N,7
7457,5768,25,46350,MORTGAGE,0.0,VENTURE,B,9750,10.0,0,0.21,N,3
7458,29528,40,30000,OWN,4.0,HOMEIMPROVEMENT,C,5000,13.43,0,0.17,Y,11
7459,27788,28,200000,RENT,0.0,PERSONAL,C,16000,10.91,0,0.08,Y,9
7460,14725,21,27600,OWN,3.0,EDUCATION,C,1000,15.27,0,0.04,Y,2
7461,16416,23,62000,MORTGAGE,7.0,MEDICAL,B,6400,10.08,0,0.1,N,3
7462,4159,24,40000,MORTGAGE,3.0,VENTURE,B,3200,10.99,0,0.08,N,2
7463,30831,44,55000,RENT,18.0,PERSONAL,B,9600,11.26,0,0.17,N,16
7464,16339,20,188004,MORTGAGE,4.0,PERSONAL,A,2000,8.59,0,0.01,N,2
7465,25983,30,65000,RENT,11.0,VENTURE,D,12800,15.2,0,0.2,N,8
7466,10252,26,66000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,7000,9.63,0,0.11,N,2
7467,835,23,110000,RENT,3.0,EDUCATION,B,20000,12.42,0,0.18,N,3
7468,21265,28,46000,MORTGAGE,2.0,PERSONAL,B,4000,11.48,0,0.09,N,5
7469,19598,31,35000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,10225,9.99,0,0.29,N,6
7470,11737,24,75000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,15000,12.21,0,0.2,N,3
7471,29529,38,34800,RENT,1.0,DEBTCONSOLIDATION,C,2100,14.72,0,0.06,N,13
7472,25982,33,94896,MORTGAGE,2.0,HOMEIMPROVEMENT,B,3500,11.89,0,0.04,N,7
7473,16934,24,85000,MORTGAGE,1.0,PERSONAL,A,4400,7.4,0,0.05,N,3
7474,10939,22,45500,RENT,0.0,VENTURE,A,10000,5.99,0,0.22,N,4
7475,31218,44,80100,MORTGAGE,16.0,MEDICAL,B,8000,10.38,0,0.1,N,16
7476,21746,28,54000,RENT,9.0,VENTURE,A,6000,5.42,0,0.11,N,5
7477,14275,23,103000,MORTGAGE,7.0,EDUCATION,C,17000,14.35,0,0.17,N,4
7478,20258,27,55200,RENT,0.0,EDUCATION,A,4000,6.76,0,0.07,N,10
7479,29899,37,55000,RENT,0.0,VENTURE,A,4800,8.9,0,0.09,N,13
7480,13241,23,90000,MORTGAGE,7.0,PERSONAL,A,22000,6.99,0,0.24,N,4
7481,15229,23,125000,OTHER,4.0,VENTURE,A,7500,8.0,0,0.06,N,4
7482,6877,25,50000,MORTGAGE,9.0,EDUCATION,A,6400,8.32,0,0.13,N,3
7483,17675,24,61400,RENT,1.0,DEBTCONSOLIDATION,C,12250,12.23,0,0.2,Y,2
7484,2951,21,35000,MORTGAGE,5.0,MEDICAL,B,1500,9.63,0,0.04,N,4
7485,26219,28,98400,MORTGAGE,12.0,PERSONAL,A,1500,5.42,0,0.02,N,5
7486,32472,51,74628,MORTGAGE,3.0,PERSONAL,C,3000,13.49,0,0.04,Y,18
7487,13983,22,61000,RENT,0.0,EDUCATION,A,14000,6.99,0,0.23,N,4
7488,1049,22,82570,RENT,6.0,VENTURE,C,18000,15.27,0,0.22,N,2
7489,30501,36,56650,MORTGAGE,16.0,VENTURE,C,12000,13.72,0,0.21,N,11
7490,18866,30,28000,OWN,5.0,PERSONAL,B,6300,11.99,0,0.23,N,9
7491,24859,27,48000,RENT,5.0,MEDICAL,B,10200,10.38,0,0.21,N,10
7492,23780,30,65004,MORTGAGE,3.0,PERSONAL,A,1500,5.99,0,0.02,N,9
7493,12673,24,84000,MORTGAGE,9.0,VENTURE,B,25000,11.26,0,0.3,N,4
7494,23935,27,68000,MORTGAGE,0.0,HOMEIMPROVEMENT,C,3000,14.65,0,0.04,Y,10
7495,26166,30,97000,MORTGAGE,5.0,VENTURE,D,25000,16.32,0,0.26,Y,5
7496,31812,36,150000,MORTGAGE,8.0,EDUCATION,A,3000,7.29,0,0.02,N,17
7497,7847,23,42000,RENT,2.0,EDUCATION,A,7000,7.88,0,0.17,N,3
7498,4621,26,125000,RENT,6.0,VENTURE,A,10000,7.49,0,0.08,N,2
7499,20183,33,38196,RENT,1.0,MEDICAL,B,4000,10.0,0,0.1,N,5
7500,2357,25,40000,RENT,3.0,MEDICAL,B,2500,9.99,0,0.06,N,3
7501,23488,29,63000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,5000,11.14,0,0.08,N,9
7502,1415,26,50400,RENT,1.0,PERSONAL,A,1000,5.42,0,0.02,N,3
7503,2118,25,40000,RENT,9.0,EDUCATION,A,2400,5.42,0,0.06,N,3
7504,26101,31,96000,MORTGAGE,15.0,EDUCATION,B,4000,10.99,0,0.04,N,8
7505,5521,22,45000,MORTGAGE,3.0,EDUCATION,B,4000,11.83,0,0.09,N,3
7506,26107,33,96000,MORTGAGE,0.0,VENTURE,C,8000,13.72,0,0.08,N,9
